,0
3050,Creature From the Black Lagoon
3051,Giant Gila Monster
3052,Invisible Man
3053,Killer Shrews
3054,Kronos (1957)
3055,Kronos (1973)
3056,Phantom of the Opera
3057,Runaway (1984)
3058,Slumber Party Massacre
3059,Slumber Party Massacre II
3060,Jason's Lyric (1994)
3061,Slumber Party Massacre III
3062,Sorority House Massacre (1986)
3063,Sorority House Massacre II (1990)
3064,Bamboozled (2000)
3065,Bootmen (2000)
3066,Digimon
3067,Get Carter (2000)
3068,Get Carter (1971)
3069,Meet the Parents (2000)
3070,Requiem for a Dream (2000)
3071,Secret Adventures of Tom Thumb
3072,Tigerland (2000)
3073,Two Family House (2000)
3074,Contender
3075,Street Fighter (1994)
3076,Cry
3077,Coldblooded (1995)
3078,Fall Time (1995)
3079,Fear
3080,Frank and Ollie (1995)
3081,Mirage (1995)
3082,Open Season (1996)
3083,Father of the Bride Part II (1995)
3084,Richard III (1995)
3085,Brother Minister
3086,Highlander III
3087,Federal Hill (1994)
3088,In the Mouth of Madness (1995)
3089,8 Seconds (1994)
3090,Above the Rim (1994)
3091,Addams Family Values (1993)
3092,You So Crazy (1994)
3093,Age of Innocence
3094,Airheads (1994)
3095,Dead Presidents (1995)
3096,Air Up There
3097,Another Stakeout (1993)
3098,Bad Girls (1994)
3099,Barcelona (1994)
3100,Being Human (1993)
3101,Beverly Hillbillies
3102,Beverly Hills Cop III (1994)
3103,Black Beauty (1994)
3104,Blink (1994)
3105,Blown Away (1994)
3106,Restoration (1995)
3107,Blue Chips (1994)
3108,Blue Sky (1994)
3109,Body Snatchers (1993)
3110,Boxing Helena (1993)
3111,Bronx Tale
3112,Cabin Boy (1994)
3113,Calendar Girl (1993)
3114,Carlito's Way (1993)
3115,City Slickers II
3116,Clean Slate (1994)
3117,Mortal Kombat (1995)
3118,Cliffhanger (1993)
3119,Coneheads (1993)
3120,Color of Night (1994)
3121,Cops and Robbersons (1994)
3122,Cowboy Way
3123,Dangerous Game (1993)
3124,Dave (1993)
3125,Dazed and Confused (1993)
3126,Demolition Man (1993)
3127,Endless Summer 2
3128,To Die For (1995)
3129,Even Cowgirls Get the Blues (1993)
3130,Fatal Instinct (1993)
3131,Farewell My Concubine (1993)
3132,Favor
3133,Fearless (1993)
3134,Fear of a Black Hat (1993)
3135,With Honors (1994)
3136,Flesh and Bone (1993)
3137,Widows' Peak (1994)
3138,For Love or Money (1993)
3139,How to Make an American Quilt (1995)
3140,Firm
3141,Free Willy (1993)
3142,Fresh (1994)
3143,Fugitive
3144,Geronimo
3145,Getaway
3146,Getting Even with Dad (1994)
3147,Go Fish (1994)
3148,Good Man in Africa
3149,Guilty as Sin (1993)
3150,Seven (Se7en) (1995)
3151,Hard Target (1993)
3152,Heaven & Earth (1993)
3153,Hot Shots! Part Deux (1993)
3154,Live Nude Girls (1995)
3155,Englishman Who Went Up a Hill
3156,House of the Spirits
3157,House Party 3 (1994)
3158,Hudsucker Proxy
3159,I'll Do Anything (1994)
3160,In the Army Now (1994)
3161,Pocahontas (1995)
3162,In the Line of Fire (1993)
3163,In the Name of the Father (1993)
3164,Inkwell
3165,What's Love Got to Do with It? (1993)
3166,Jimmy Hollywood (1994)
3167,Judgment Night (1993)
3168,Jurassic Park (1993)
3169,Kalifornia (1993)
3170,Killing Zoe (1994)
3171,King of the Hill (1993)
3172,When Night Is Falling (1995)
3173,Lassie (1994)
3174,Last Action Hero (1993)
3175,Life with Mikey (1993)
3176,Lightning Jack (1994)
3177,M. Butterfly (1993)
3178,Made in America (1993)
3179,Malice (1993)
3180,Man Without a Face
3181,Manhattan Murder Mystery (1993)
3182,Menace II Society (1993)
3183,Usual Suspects
3184,Executive Decision (1996)
3185,In the Realm of the Senses (Ai no corrida) (1976)
3186,What Happened Was... (1994)
3187,Much Ado About Nothing (1993)
3188,Mr. Jones (1993)
3189,Mr. Wonderful (1993)
3190,Mrs. Doubtfire (1993)
3191,Naked (1993)
3192,Next Karate Kid
3193,New Age
3194,Heat (1995)
3195,No Escape (1994)
3196,North (1994)
3197,Orlando (1993)
3198,Perfect World
3199,Philadelphia (1993)
3200,Piano
3201,Poetic Justice (1993)
3202,Program
3203,Robert A. Heinlein's The Puppet Masters (1994)
3204,Radioland Murders (1994)
3205,Mighty Aphrodite (1995)
3206,Ref
3207,Remains of the Day
3208,Renaissance Man (1994)
3209,Rising Sun (1993)
3210,Road to Wellville
3211,Robocop 3 (1993)
3212,Robin Hood
3213,Romeo Is Bleeding (1993)
3214,Romper Stomper (1992)
3215,Ruby in Paradise (1993)
3216,Lamerica (1994)
3217,Rudy (1993)
3218,Saint of Fort Washington
3219,Savage Nights (Nuits fauves
3220,Schindler's List (1993)
3221,Scout
3222,Searching for Bobby Fischer (1993)
3223,Second Best (1994)
3224,Secret Garden
3225,Serial Mom (1994)
3226,Shadow
3227,Big Green
3228,Shadowlands (1993)
3229,Short Cuts (1993)
3230,Simple Twist of Fate
3231,Sirens (1994)
3232,Six Degrees of Separation (1993)
3233,Sleepless in Seattle (1993)
3234,Sliver (1993)
3235,Blade Runner (1982)
3236,Son in Law (1993)
3237,So I Married an Axe Murderer (1993)
3238,Georgia (1995)
3239,Striking Distance (1993)
3240,Harlem (1993)
3241,Super Mario Bros. (1993)
3242,Surviving the Game (1994)
3243,Terminal Velocity (1994)
3244,Thirty-Two Short Films About Glenn Gould (1993)
3245,Threesome (1994)
3246,Nightmare Before Christmas
3247,Three Musketeers
3248,Tombstone (1993)
3249,Kids of the Round Table (1995)
3250,Trial by Jury (1994)
3251,True Romance (1993)
3252,War Room
3253,Mamma Roma (1962)
3254,Pagemaster
3255,Paris
3256,Beans of Egypt
3257,Killer (Bulletproof Heart) (1994)
3258,Welcome to the Dollhouse (1995)
3259,Germinal (1993)
3260,Home for the Holidays (1995)
3261,Chasers (1994)
3262,Cronos (1992)
3263,Naked in New York (1994)
3264,Kika (1993)
3265,Bhaji on the Beach (1993)
3266,Little Big League (1994)
3267,Slingshot
3268,Wedding Gift
3269,Foreign Student (1994)
3270,Ciao
3271,Postino
3272,Spanking the Monkey (1994)
3273,Little Rascals
3274,Fausto (1993)
3275,Andre (1994)
3276,Hour of the Pig
3277,Scorta
3278,Princess Caraboo (1994)
3279,Celluloid Closet
3280,Metisse (Café au Lait) (1993)
3281,Dear Diary (Caro Diario) (1994)
3282,Confessional
3283,I Don't Want to Talk About It (De eso no se habla) (1993)
3284,Brady Bunch Movie
3285,Home Alone (1990)
3286,Ghost (1990)
3287,Aladdin (1992)
3288,Terminator 2
3289,Dances with Wolves (1990)
3290,Tough and Deadly (1995)
3291,Batman (1989)
3292,Silence of the Lambs
3293,Indian in the Cupboard
3294,Snow White and the Seven Dwarfs (1937)
3295,Beauty and the Beast (1991)
3296,Pinocchio (1940)
3297,Pretty Woman (1990)
3298,Window to Paris (1994)
3299,Wild Bunch
3300,Love and a .45 (1994)
3301,Wooden Man's Bride
3302,Great Day in Harlem
3303,Bye Bye
3304,Sabrina (1995)
3305,Eye for an Eye (1996)
3306,One Fine Day (1996)
3307,Candyman
3308,Century (1993)
3309,Fargo (1996)
3310,Homeward Bound II
3311,Heavy Metal (1981)
3312,Hellraiser
3313,Pallbearer
3314,Jane Eyre (1996)
3315,Mr. Holland's Opus (1995)
3316,Loaded (1994)
3317,Bread and Chocolate (Pane e cioccolata) (1973)
3318,Aristocats
3319,Flower of My Secret
3320,Two Much (1996)
3321,Ed (1996)
3322,My Favorite Season (1993)
3323,Modern Affair
3324,Condition Red (1995)
3325,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
3326,Thin Line Between Love and Hate
3327,Last Supper
3328,Primal Fear (1996)
3329,Carried Away (1996)
3330,All Dogs Go to Heaven 2 (1996)
3331,Land and Freedom (Tierra y libertad) (1995)
3332,Denise Calls Up (1995)
3333,Theodore Rex (1995)
3334,Two if by Sea (1996)
3335,Family Thing
3336,Sgt. Bilko (1996)
3337,Jack and Sarah (1995)
3338,Girl 6 (1996)
3339,Diabolique (1996)
3340,Little Indian
3341,Roula (1995)
3342,Peanuts - Die Bank zahlt alles (1996)
3343,Happy Weekend (1996)
3344,Bio-Dome (1996)
3345,Nelly & Monsieur Arnaud (1995)
3346,Courage Under Fire (1996)
3347,Mission
3348,Cold Fever (Á köldum klaka) (1994)
3349,Moll Flanders (1996)
3350,Superweib
3351,301
3352,Dragonheart (1996)
3353,Mutters Courage (1995)
3354,Lawnmower Man 2
3355,Eddie (1996)
3356,Yankee Zulu (1994)
3357,Billy's Holiday (1995)
3358,Purple Noon (1960)
3359,August (1996)
3360,James and the Giant Peach (1996)
3361,Fear (1996)
3362,Kids in the Hall
3363,Faithful (1996)
3364,Underground (1995)
3365,Two Bits (1995)
3366,All Things Fair (1996)
3367,Bloodsport 2 (1995)
3368,Pather Panchali (1955)
3369,Aparajito (1956)
3370,World of Apu
3371,Mystery Science Theater 3000
3372,Tarantella (1995)
3373,Space Jam (1996)
3374,Barbarella (1968)
3375,French Twist (Gazon maudit) (1995)
3376,Some Folks Call It a Sling Blade (1993)
3377,Run of the Country
3378,Alphaville (1965)
3379,Clean Slate (Coup de Torchon) (1981)
3380,Tigrero
3381,Windows (1980)
3382,It's My Party (1995)
3383,Country Life (1994)
3384,Friday (1995)
3385,Operation Dumbo Drop (1995)
3386,Promise
3387,Mrs. Winterbourne (1996)
3388,Solo (1996)
3389,Substitute
3390,True Crime (1995)
3391,Butterfly Kiss (1995)
3392,Feeling Minnesota (1996)
3393,Delta of Venus (1994)
3394,From Dusk Till Dawn (1996)
3395,Angus (1995)
3396,Daens (1992)
3397,Faces (1968)
3398,Boys (1996)
3399,Quest
3400,Cosi (1996)
3401,Sunset Park (1996)
3402,Mulholland Falls (1996)
3403,Truth About Cats & Dogs
3404,Tom and Huck (1995)
3405,Fair Game (1995)
3406,Oliver & Company (1988)
3407,Celtic Pride (1996)
3408,Flipper (1996)
3409,Captives (1994)
3410,Dead Man (1995)
3411,Horseman on the Roof
3412,Switchblade Sisters (1975)
3413,Mouth to Mouth (Boca a boca) (1995)
3414,Visitors
3415,Kicking and Screaming (1995)
3416,Multiplicity (1996)
3417,Wallace & Gromit
3418,Haunted World of Edward D. Wood Jr.
3419,Craft
3420,Great White Hype
3421,Last Dance (1996)
3422,Cold Comfort Farm (1995)
3423,Misérables
3424,Institute Benjamenta
3425,Low Life
3426,Heaven's Prisoners (1996)
3427,Original Gangstas (1996)
3428,Rock
3429,Getting Away With Murder (1996)
3430,Cemetery Man (Dellamorte Dellamore) (1994)
3431,Twister (1996)
3432,Barb Wire (1996)
3433,Bed of Roses (1996)
3434,Ghost in the Shell (Kokaku kidotai) (1995)
3435,Thinner (1996)
3436,Spy Hard (1996)
3437,Brothers in Trouble (1995)
3438,Close Shave
3439,Force of Evil (1948)
3440,Stupids
3441,Arrival
3442,Man from Down Under
3443,Big Bully (1996)
3444,Dr. Strangelove or
3445,Careful (1992)
3446,Month by the Lake
3447,Gold Diggers
3448,Kim (1950)
3449,Carmen Miranda
3450,Ashes of Time (1994)
3451,Jar
3452,Maya Lin
3453,Screamers (1995)
3454,Stalingrad (1993)
3455,Phantom
3456,Striptease (1996)
3457,Last of the High Kings
3458,Heavy (1995)
3459,Jack (1996)
3460,I Shot Andy Warhol (1996)
3461,Grass Harp
3462,Marlene Dietrich
3463,Nico Icon (1995)
3464,Vie est belle
3465,Wend Kuuni (God's Gift) (1982)
3466,Spirits of the Dead (Tre Passi nel Delirio) (1968)
3467,Babyfever (1994)
3468,Trainspotting (1996)
3469,'Til There Was You (1997)
3470,Crossing Guard
3471,Independence Day (ID4) (1996)
3472,Stealing Beauty (1996)
3473,Fan
3474,Hunchback of Notre Dame
3475,Cable Guy
3476,Kingpin (1996)
3477,Eraser (1996)
3478,Gate of Heavenly Peace
3479,Nutty Professor
3480,I
3481,Juror
3482,An Unforgettable Summer (1994)
3483,Last Klezmer
3484,Hungarian Fairy Tale
3485,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
3486,Very Natural Thing
3487,Daylight (1996)
3488,Frighteners
3489,White Balloon
3490,Lone Star (1996)
3491,Harriet the Spy (1996)
3492,Phenomenon (1996)
3493,Walking and Talking (1996)
3494,She's the One (1996)
3495,Time to Kill
3496,American Buffalo (1996)
3497,Rendezvous in Paris (Rendez-vous de Paris
3498,Alaska (1996)
3499,Fled (1996)
3500,Sudden Death (1995)
3501,Things to Do in Denver when You're Dead (1995)
3502,Kazaam (1996)
3503,Bewegte Mann
3504,Larger Than Life (1996)
3505,Boy Called Hate
3506,Power 98 (1995)
3507,Very Brady Sequel
3508,Death in the Garden (Mort en ce jardin
3509,Antonia's Line (Antonia) (1995)
3510,Crude Oasis
3511,Collectionneuse
3512,Kaspar Hauser (1993)
3513,Diebinnen (1995)
3514,Convent
3515,Adventures of Pinocchio
3516,Joe's Apartment (1996)
3517,First Wives Club
3518,Once Upon a Time... When We Were Colored (1995)
3519,Stonewall (1995)
3520,Ransom (1996)
3521,High School High (1996)
3522,Phat Beach (1996)
3523,Foxfire (1996)
3524,Chain Reaction (1996)
3525,Matilda (1996)
3526,Emma (1996)
3527,Crow
3528,House Arrest (1996)
3529,Last Summer in the Hamptons (1995)
3530,Eyes Without a Face (1959)
3531,Tales from the Crypt Presents
3532,Lotto Land (1995)
3533,Story of Xinghua
3534,Flirt (1995)
3535,Big Squeeze
3536,Spitfire Grill
3537,Escape from L.A. (1996)
3538,Cyclo (1995)
3539,Angels and Insects (1995)
3540,Basquiat (1996)
3541,Tin Cup (1996)
3542,Dingo (1992)
3543,Ballad of Narayama
3544,Godfather
3545,Hippie Revolution
3546,Maybe
3547,White Squall (1996)
3548,Supercop (1992)
3549,Manny & Lo (1996)
3550,Celestial Clockwork (1994)
3551,Wife
3552,Small Faces (1995)
3553,Bound (1996)
3554,Carpool (1996)
3555,Death in Brunswick (1991)
3556,Kansas City (1996)
3557,Gone Fishin' (1997)
3558,Dunston Checks In (1996)
3559,Aiqing wansui (1994)
3560,Killer
3561,Nothing to Lose (1994)
3562,Police Story 4
3563,Girls Town (1996)
3564,Bye-Bye (1995)
3565,Relic
3566,Island of Dr. Moreau
3567,Black Sheep (1996)
3568,First Kid (1996)
3569,Trigger Effect
3570,Sweet Nothing (1995)
3571,Bogus (1996)
3572,Bulletproof (1996)
3573,Talk of Angels (1998)
3574,Land Before Time III
3575,1-900 (1994)
3576,Halloween
3577,Nick of Time (1995)
3578,Twelfth Night (1996)
3579,Mother Night (1996)
3580,Venice/Venice (1992)
3581,Wild Reeds (1994)
3582,For Whom the Bell Tolls (1943)
3583,Philadelphia Story
3584,Singin' in the Rain (1952)
3585,American in Paris
3586,Funny Face (1957)
3587,Journey of August King
3588,Breakfast at Tiffany's (1961)
3589,Vertigo (1958)
3590,Rear Window (1954)
3591,It Happened One Night (1934)
3592,Gaslight (1944)
3593,Gay Divorcee
3594,North by Northwest (1959)
3595,Apartment
3596,Some Like It Hot (1959)
3597,Charade (1963)
3598,GoldenEye (1995)
3599,Mary Reilly (1996)
3600,Casablanca (1942)
3601,Maltese Falcon
3602,My Fair Lady (1964)
3603,Sabrina (1954)
3604,Roman Holiday (1953)
3605,Little Princess
3606,Meet Me in St. Louis (1944)
3607,Wizard of Oz
3608,Gone with the Wind (1939)
3609,My Favorite Year (1982)
3610,Vampire in Brooklyn (1995)
3611,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
3612,Citizen Kane (1941)
3613,2001
3614,Golden Earrings (1947)
3615,All About Eve (1950)
3616,Women
3617,Rebecca (1940)
3618,Foreign Correspondent (1940)
3619,Notorious (1946)
3620,Spellbound (1945)
3621,Beautiful Girls (1996)
3622,Affair to Remember
3623,To Catch a Thief (1955)
3624,Father of the Bride (1950)
3625,Band Wagon
3626,Ninotchka (1939)
3627,Love in the Afternoon (1957)
3628,Gigi (1958)
3629,Reluctant Debutante
3630,Adventures of Robin Hood
3631,Mark of Zorro
3632,Broken Arrow (1996)
3633,Laura (1944)
3634,Ghost and Mrs. Muir
3635,Lost Horizon (1937)
3636,Top Hat (1935)
3637,To Be or Not to Be (1942)
3638,My Man Godfrey (1936)
3639,Giant (1956)
3640,East of Eden (1955)
3641,Thin Man
3642,His Girl Friday (1940)
3643,In the Bleak Midwinter (1995)
3644,Around the World in 80 Days (1956)
3645,It's a Wonderful Life (1946)
3646,Mr. Smith Goes to Washington (1939)
3647,Bringing Up Baby (1938)
3648,Penny Serenade (1941)
3649,Scarlet Letter
3650,Lady of Burlesque (1943)
3651,Of Human Bondage (1934)
3652,Angel on My Shoulder (1946)
3653,Little Lord Fauntleroy (1936)
3654,Hate (Haine
3655,They Made Me a Criminal (1939)
3656,Inspector General
3657,Angel and the Badman (1947)
3658,39 Steps
3659,Walk in the Sun
3660,Outlaw
3661,Night of the Living Dead (1968)
3662,African Queen
3663,Beat the Devil (1954)
3664,Cat on a Hot Tin Roof (1958)
3665,Shopping (1994)
3666,Last Time I Saw Paris
3667,Meet John Doe (1941)
3668,Algiers (1938)
3669,Something to Sing About (1937)
3670,Farewell to Arms
3671,Moonlight Murder (1936)
3672,Blue Angel
3673,In the Line of Duty 2 (1987)
3674,Dangerous Ground (1997)
3675,Heidi Fleiss
3676,Picnic (1955)
3677,Pompatus of Love
3678,Small Wonders (1996)
3679,Fly Away Home (1996)
3680,Bliss (1997)
3681,Grace of My Heart (1996)
3682,Schlafes Bruder (Brother of Sleep) (1995)
3683,Maximum Risk (1996)
3684,Michael Collins (1996)
3685,City Hall (1996)
3686,Rich Man's Wife
3687,Infinity (1996)
3688,Big Night (1996)
3689,Last Man Standing (1996)
3690,Caught (1996)
3691,Set It Off (1996)
3692,2 Days in the Valley (1996)
3693,Curdled (1996)
3694,Ed's Next Move (1996)
3695,Bottle Rocket (1996)
3696,Extreme Measures (1996)
3697,Glimmer Man
3698,D3
3699,Chamber
3700,Apple Dumpling Gang
3701,Davy Crockett
3702,Escape to Witch Mountain (1975)
3703,Love Bug
3704,Herbie Rides Again (1974)
3705,Old Yeller (1957)
3706,Make Mine Music (1946)
3707,Melody Time (1948)
3708,Nekromantik (1987)
3709,On Our Merry Way (1948)
3710,Project Moon Base (1953)
3711,Rocketship X-M (1950)
3712,Shaft in Africa (1973)
3713,Shaft's Big Score! (1972)
3714,Croupier (1998)
3715,Kid
3716,Scary Movie (2000)
3717,But I'm a Cheerleader (1999)
3718,Shower (Xizhao) (1999)
3719,Blowup (1966)
3720,Pawnbroker
3721,Groove (2000)
3722,Footloose (1984)
3723,Duel in the Sun (1946)
3724,X-Men (2000)
3725,Chuck & Buck (2000)
3726,Five Senses
3727,Wisdom of Crocodiles
3728,In Crowd
3729,What Lies Beneath (2000)
3730,Pokémon the Movie 2000 (2000)
3731,Criminal Lovers (Les Amants Criminels) (1999)
3732,Anatomy of a Murder (1959)
3733,Freejack (1992)
3734,Greaser's Palace (1972)
3735,H.O.T.S. (1979)
3736,Knightriders (1981)
3737,MacKenna's Gold (1969)
3738,Sinbad and the Eye of the Tiger (1977)
3739,Two Women (La Ciociara) (1961)
3740,What About Bob? (1991)
3741,White Sands (1992)
3742,Breaker Morant (1980)
3743,Everything You Always Wanted to Know About Sex (1972)
3744,Interiors (1978)
3745,Love and Death (1975)
3746,Official Story
3747,Other Side of Sunday
3748,Pot O' Gold (1941)
3749,Tampopo (1986)
3750,Thomas and the Magic Railroad (2000)
3751,Nutty Professor II
3752,Girl on the Bridge
3753,Wonderland (1999)
3754,Autumn in New York (2000)
3755,Coyote Ugly (2000)
3756,Hollow Man (2000)
3757,Space Cowboys (2000)
3758,Better Living (1998)
3759,Mad About Mambo (2000)
3760,Psycho Beach Party (2000)
3761,Saving Grace (2000)
3762,Black Sabbath (Tre Volti Della Paura
3763,Brain That Wouldn't Die
3764,Bronco Billy (1980)
3765,Crush
3766,Kelly's Heroes (1970)
3767,Phantasm II (1988)
3768,Phantasm III
3769,Phantasm IV
3770,Pumpkinhead (1988)
3771,Air America (1990)
3772,Make Them Die Slowly (Cannibal Ferox) (1980)
3773,Sleepaway Camp (1983)
3774,Steel Magnolias (1989)
3775,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956)
3776,Easy Money (1983)
3777,Ilsa
3778,Silent Fall (1994)
3779,Spiral Staircase
3780,Whatever Happened to Aunt Alice? (1969)
3781,I'm the One That I Want (2000)
3782,Tao of Steve
3783,Tic Code
3784,Aimée & Jaguar (1999)
3785,Affair of Love
3786,Autumn Heart (1999)
3787,Bless the Child (2000)
3788,Cecil B. Demented (2000)
3789,Eyes of Tammy Faye
3790,Opportunists
3791,Replacements
3792,About Adam (2000)
3793,Cell
3794,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
3795,Original Kings of Comedy
3796,Sunset Strip (2000)
3797,All the Rage (a.k.a. It's the Rage) (1999)
3798,Naked Gun
3799,Naked Gun 2 1/2
3800,Our Town (1940)
3801,Shane (1953)
3802,Suddenly
3803,Cat Ballou (1965)
3804,Couch in New York
3805,Devil Rides Out
3806,Jerry & Tom (1998)
3807,Supergirl (1984)
3808,X
3809,Art of War
3810,Ballad of Ramblin' Jack
3811,Bittersweet Motel (2000)
3812,Bring It On (2000)
3813,Catfish in Black Bean Sauce (2000)
3814,Crew
3815,Love & Sex (2000)
3816,Steal This Movie! (2000)
3817,Went to Coney Island on a Mission From God... Be Back by Five (1998)
3818,Skipped Parts (2000)
3819,Highlander
3820,Back Stage (2000)
3821,Turn It Up (2000)
3822,Anatomy (Anatomie) (2000)
3823,Nurse Betty (2000)
3824,Solas (1999)
3825,Watcher
3826,Way of the Gun
3827,Almost Famous (2000)
3828,Bait (2000)
3829,Circus (2000)
3830,Crime and Punishment in Suburbia (2000)
3831,Duets (2000)
3832,Goya in Bordeaux (Goya en Bodeos) (1999)
3833,Urbania (2000)
3834,Uninvited Guest
3835,Specials
3836,Under Suspicion (2000)
3837,Prince of Central Park
3838,Urban Legends
3839,Woman on Top (2000)
3840,Dancer in the Dark (2000)
3841,Best in Show (2000)
3842,Beautiful (2000)
3843,Barenaked in America (1999)
3844,Broken Hearts Club
3845,Girlfight (2000)
3846,Remember the Titans (2000)
3847,Hellraiser (1987)
3848,Hellbound
3849,Hellraiser III
3850,Faraway
3851,Beach Party (1963)
3852,Bikini Beach (1964)
3853,Return of the Fly (1959)
3854,Pajama Party (1964)
3855,Stranger Than Paradise (1984)
3856,Voyage to the Bottom of the Sea (1961)
3857,Fantastic Voyage (1966)
3858,Abbott and Costello Meet Frankenstein (1948)
3859,Bank Dick
3860,Creature From the Black Lagoon
3861,Giant Gila Monster
3862,Invisible Man
3863,Killer Shrews
3864,Kronos (1957)
3865,Kronos (1973)
3866,Phantom of the Opera
3867,Runaway (1984)
3868,Slumber Party Massacre
3869,Slumber Party Massacre II
3870,Slumber Party Massacre III
3871,Sorority House Massacre (1986)
3872,Sorority House Massacre II (1990)
3873,Bamboozled (2000)
3874,Bootmen (2000)
3875,Digimon
3876,Get Carter (2000)
3877,Get Carter (1971)
3878,Meet the Parents (2000)
3879,Requiem for a Dream (2000)
3880,Tigerland (2000)
3881,Two Family House (2000)
3882,Contender
